测试情景编号,2024年利润/元,2025年利润/元,2026年利润/元,2027年利润/元,2028年利润/元,2029年利润/元,2030年利润/元
3830,4981485.572185929,4923463.112704127,5279663.174408339,5031587.197105063,5437686.33181662,5419633.37463752,5484665.42648016
3831,4980483.441192798,4859130.514959363,5391237.26085863,4952213.78434827,5462501.818185223,5269732.343951444,5504717.731710054
3832,5014060.285706665,4829916.3195378035,5215623.84191544,5039412.552350963,5368078.601503559,5285013.402799547,5437831.180851377
3833,4934460.149128967,4969822.159067271,5212440.458842742,4977777.4089029925,5473737.201932533,5390451.1041135155,5550361.333252915
3834,4925596.024794313,4884053.93368812,5305126.269644804,5028101.4654692765,5529421.101339178,5324759.959672823,5540017.885819341
3835,4871016.35617818,4881977.186486458,5204718.420217859,4982506.214798495,5589260.364555451,5394378.654259317,5561733.664073727
3836,4942231.2777155405,5006284.006366142,5295261.110876519,4982598.301469994,5410806.315046368,5326808.737763411,5638678.8746426385
3837,4854590.041645235,4892077.576407349,5185876.20924709,5011621.928726623,5319914.98762746,5380174.205028923,5616607.039801277
3838,4979496.318047344,4922029.800462976,5330646.946150301,5042858.134326558,5576576.525641533,5317808.9140098095,5649419.582453318
3839,4953446.737367885,4868982.297149758,5234529.163355602,4911231.32259112,5371084.871436858,5366475.8980080215,5510910.756774531
3840,4992224.4054652825,4864761.696577045,5373770.556203313,4920277.855170421,5424861.266384635,5312965.562045085,5449398.995472202
3841,4966855.56481547,4898276.523021683,5364719.030466451,5094052.603794521,5391440.177389993,5278595.810756835,5679491.66718333
3842,4933074.894351106,4898118.729695229,5323359.727670704,4990696.628306767,5448633.3120343145,5217433.514660694,5586935.643575104
3843,4913980.651100361,4904952.72712203,5319264.230096545,4908677.303471473,5462551.654020804,5314345.1805655835,5408262.457247636
3844,4920988.682429197,4901732.106070571,5345761.9074150985,4908578.850329789,5360497.304814637,5390862.923017874,5566087.873305272
3845,4892388.349885692,4892664.03143087,5311069.159769682,4797381.554224368,5464529.957846043,5274097.941814839,5489436.85282238
3846,4935790.721747443,4973836.643522352,5316084.14417727,5011525.52916605,5488610.572342322,5347403.336649321,5552230.527743909
3847,4977188.298489487,4954296.556161267,5307596.843297833,4988751.6203877535,5409609.455813868,5146388.8735792115,5533794.88861519
3848,4896677.276010071,4931000.909981232,5194488.026963213,4937039.904083316,5444334.261691121,5171961.811102155,5655698.555624605
3849,4927792.65604843,4843196.398279843,5208700.838898421,4859187.004534811,5418904.356152754,5227459.248428725,5527219.975414146
3850,4902372.5029704515,5047434.016517372,5279983.058116823,4971273.7211231915,5432474.601215295,5351011.5782432845,5482152.706699225
3851,4805054.665209743,4879287.379647217,5293077.682718544,5044632.603310996,5544705.142040266,5308084.80824294,5586413.408179173
3852,4916686.407653951,4925562.944009322,5257285.811385997,5052251.308858147,5462238.426765308,5319288.141755223,5528370.551641415
3853,4891398.859236096,4925108.845301698,5160347.970431569,5011697.5168219255,5492393.400994779,5338812.918261452,5692934.3576309765
3854,4906496.493961383,4945641.19552284,5379390.5719495565,4886338.257727296,5395862.903187163,5377885.03067185,5455217.226964708
3855,4927132.943289707,4875357.5904018,5217427.861035774,4916609.607463268,5526575.173270619,5220651.113945887,5526462.82469664
3856,4900441.981424869,4967338.06512304,5150531.700287466,4965058.449181445,5492479.791282171,5367961.782924933,5700452.132935726
3857,4945197.658370416,5000508.371340191,5220825.9771613665,4854783.823232556,5428931.872448879,5419918.595047646,5464844.768129203
3858,4869726.342453976,4885542.2690508375,5314612.442667307,5005161.451694634,5485622.36544162,5349480.496173106,5606447.758007964
3859,4923055.497623734,5003835.879028762,5314831.449664799,4918182.055883653,5489495.5639802,5326819.328206642,5664964.303116887
3860,4932692.784984183,5031241.026632665,5186039.350297276,4969526.762379733,5425743.648711884,5421503.16037149,5638634.005898319
3861,4911860.857881907,4964282.756400937,5159209.350293299,4932647.871823652,5443477.121674281,5357657.23560867,5518361.534546804
3862,4916095.295704305,5087242.942195432,5275997.554950037,4908268.704508267,5377297.477822494,5319120.086960066,5551584.533490005
3863,5004164.941862865,4933457.23611419,5281187.514985914,4951177.149472803,5488508.247789841,5323987.974832544,5577668.409960056
3864,5019716.879112071,5007367.308973417,5255509.31841355,4960812.210067958,5454333.796430568,5297620.578931696,5606329.542110274
3865,4902118.128964029,4887427.9744056035,5284752.337490047,4976506.149084326,5547589.969714371,5437887.114173441,5645878.906426167
3866,4967351.760537908,4938596.372776632,5188026.618863468,4889873.046642774,5397332.941668902,5354835.942762542,5501539.78475792
3867,4939357.615932014,4857270.220372563,5246391.828252032,4997323.415799789,5352302.514709208,5261045.236717867,5548891.897962412
3868,4907583.914320935,4940388.513861146,5194781.580301113,4821600.661210419,5425104.858147631,5312916.741726752,5554066.940718601
3869,4912593.037209948,4954200.403581459,5190401.2327982355,4980649.116473555,5485834.15079212,5306189.535129153,5552130.3448565565
3870,4851850.703296525,5027225.223528964,5196670.793504494,4924092.040318122,5476689.247819209,5225720.507013692,5560781.708384594
3871,4867271.312014834,4968920.711449625,5310395.1369786095,4913436.686525164,5411642.060328425,5362225.8245118465,5529624.85465194
3872,4778575.44951963,5002135.345290062,5272275.329131776,4923668.463641924,5425047.581083978,5293499.734473943,5618773.116169476
3873,4917913.021335604,4944185.907535467,5371850.182044896,5014065.795838134,5380698.686292151,5258234.068729383,5713535.688121133
3874,4960801.13128921,4919529.344469285,5274006.554451534,4871860.094721471,5481015.726376432,5385939.851621863,5571223.087285144
3875,4890337.744237882,5041184.397066878,5262304.3854654245,5004711.133530015,5446964.354223476,5324068.110891651,5604947.696852366
3876,4952294.29084705,4921004.922611569,5261818.787948142,5001619.8998290915,5471471.328491383,5380030.80602642,5618151.627369749
3877,4875277.376660655,4920556.745023152,5352283.348331678,4873650.648593052,5488104.056163222,5328450.178409867,5595761.390239311
3878,4844934.13927317,4906619.633450342,5278233.4177919645,5015618.604011854,5475185.7023453005,5301915.871230062,5525559.58208678
3879,4997304.967245344,4889954.901247613,5283767.088716056,5028277.750647574,5313700.11768264,5401945.98314587,5499111.947022103
3880,4963207.401316377,4795881.594065648,5327286.986469482,4975433.883669104,5364895.84173503,5272702.602710931,5555618.45587437
3881,4937282.804443555,4963931.562681126,5238945.745337893,5012521.395469091,5493520.858359478,5315264.029108071,5694413.537161358
3882,4933248.237961489,4811305.871795923,5198203.756813173,5025179.573878083,5420389.136196484,5275688.2282158015,5426528.774089773
3883,4880386.430063888,5036881.556289955,5162972.252525633,4946246.599873409,5383913.607194158,5277462.440805953,5537635.3005525395
3884,4901251.8028176585,4959200.975984912,5214784.506951992,4927518.922888144,5503249.635746865,5382951.959945712,5652096.59421395
3885,4996626.315393971,4816289.024555457,5255542.07492894,4982578.664657383,5508567.031515902,5334442.768331623,5669895.200197935
3886,4807171.604379875,4887401.651183385,5273437.844869663,4953303.113162503,5493577.988208301,5212871.214161074,5512475.565869359
3887,4902281.974874374,4914777.400706895,5268222.558200141,5086174.81131871,5431955.231237352,5360459.705116023,5606966.394485302
3888,4914892.948732029,4962205.720289351,5216978.816062329,4879907.440534463,5541549.838545573,5317646.511068336,5535308.362412625
3889,4917413.932849618,4909646.829106962,5296841.512017854,4948642.545635083,5434620.445734419,5277672.877982559,5538084.395294236
3890,4937809.588166622,4987774.3988717515,5305803.207231812,5064254.265485015,5440969.414935614,5335554.537728767,5644702.651719812
3891,4953711.445337008,4975069.163995955,5245637.530461444,4950224.79824935,5473440.3420963,5301335.318598316,5438852.219415452
3892,4921924.394081626,4984768.812663758,5313931.5550004,4995612.869648138,5509746.262032727,5320333.4956807215,5552436.346334519
3893,4909556.0172476815,4870075.129879194,5241051.332279112,5042192.901149602,5486575.365072144,5405486.418373154,5656899.836064341
3894,4852156.215978696,4927379.703659342,5166164.566704372,5007061.252959459,5387088.79219356,5412594.705769886,5618324.52267645
3895,4977774.243013395,4966805.405302311,5285737.510520469,5003834.933715368,5386191.712068869,5498895.491355725,5562071.436321054
3896,4991833.001408139,4907528.394842777,5358432.029082126,5041775.614616199,5405408.092157441,5260895.391622198,5495827.424720965
3897,4953947.80911596,4898619.95824407,5284880.279871531,4934144.467319108,5377814.616236031,5309288.451168053,5465143.80120876
3898,4835221.399284102,4894201.2292915685,5272271.370924411,4926375.588133473,5522412.94875681,5267977.429569662,5563492.6364413835
3899,4966010.777227834,4981916.637195963,5218433.359764357,4834638.370723463,5406507.336525552,5408204.78617357,5658924.862342697
3900,4953870.102608584,4949082.568515863,5195309.64604617,4950723.950598806,5490638.159142837,5425138.345087299,5480299.941981722
3901,4972188.759666666,4902702.146914725,5250700.75095417,4943593.927270944,5438687.656556465,5309594.011704524,5446501.141294386
3902,4870639.349955923,4877368.755576048,5281774.578376906,5009839.789739198,5502594.339057045,5460709.50142386,5499587.577674201
3903,4911479.913146871,4980673.219510102,5372844.071262161,5011280.774736878,5509608.044948053,5304131.158419399,5395025.964391609
3904,4932961.90505567,4821513.9176976085,5282545.001847499,4894901.534373354,5490098.818131119,5310927.7151260385,5544831.49105102
3905,4971606.334579628,4886290.805809803,5333807.989360547,5059311.822495312,5327342.036144121,5283723.099743916,5527362.587894507
3906,4900925.292579372,4875313.793889927,5172281.434482038,4984810.018601654,5419721.137207995,5382167.355148086,5624311.024599929
3907,4884446.170510786,4906784.951959444,5209312.887687919,4923623.382557966,5427213.163157346,5366511.543734503,5481698.451161109
3908,4964109.767546268,4872502.265896569,5133477.46722383,4879379.960374383,5460549.539959537,5365505.120528808,5560931.875744878
3909,4932610.493707198,4834551.881870315,5396823.047181195,4963111.993968906,5507069.5849094745,5266861.21885594,5659664.901202685
3910,4922809.0875520045,4971544.400699469,5195203.963949709,4881805.378073001,5459772.570043075,5314860.663725483,5559463.065071979
3911,4845235.492795019,4907611.152469675,5223566.988981131,4863954.434750147,5381641.0533563895,5391563.848942708,5662997.682972454
3912,4953499.767215611,4848502.484973347,5126110.654381797,4925037.502877113,5515485.289861987,5238197.093124865,5503977.912269894
3913,4911771.303959951,4996621.323901437,5169448.785577368,4973573.565163294,5505517.562589398,5400769.18861062,5632931.890777206
3914,4903905.095609841,4955971.316393827,5302148.551719226,4886394.595860687,5503806.477610912,5375363.855915915,5533698.765859623
3915,4892597.179912395,4910113.318360908,5280428.518454426,5099442.2400979465,5408863.2446549265,5344180.746474773,5514493.443671374
3916,4975303.722691587,4883140.979447883,5191911.363605643,4884336.163322827,5363810.507421883,5268929.786976734,5599922.219714795
3917,4944405.01875559,4855294.827217594,5228539.835824271,5045504.972031439,5513054.920112144,5319366.803602936,5582255.647077894
3918,4921565.651934228,4946327.410413602,5127826.849745929,4965267.975045051,5328962.417745913,5422286.5064214645,5629982.932130689
3919,4811722.153549023,4972709.546469078,5248580.736935651,4878457.354432425,5339747.100319829,5205331.487032169,5659437.520360986
3920,4998741.8565560635,4895235.6005962575,5310810.235952561,5033784.894519025,5406986.398297122,5304622.118268237,5513633.721727779
3921,4973236.25303496,4868302.865812635,5247213.186979787,4974491.3233429035,5422485.723899061,5240744.348581532,5657281.659876068
3922,4941828.447350475,4953197.888506293,5196501.738700683,5066296.31118365,5434740.445230943,5514241.820595119,5551892.400327162
3923,5035791.061111152,5025347.912927065,5350190.31097627,4914740.372661799,5444837.787859859,5462504.672983368,5581161.490020191
3924,4876065.302940556,4841840.914409242,5319314.136686853,4992146.747873222,5376954.497832218,5312690.462103076,5577917.072516402
3925,4929985.938348859,4808695.060460543,5376373.76439931,5029379.961136391,5418798.816531731,5370880.825803507,5543558.185898904
3926,4824528.915825338,4830617.772478854,5337252.246035274,4960007.758951451,5418719.635643917,5434071.649895784,5532735.040819511
3927,4835246.18257056,4915482.543954779,5257701.332088942,4994212.236593818,5314602.175549351,5184070.427578491,5623619.816328037
3928,4974846.340461759,4890912.667119616,5375975.6165939765,4944207.21159411,5475585.892469512,5362493.02099495,5457612.669900257
3929,4955739.357808949,4961770.505637731,5234778.857917822,5001016.335429104,5412574.150930189,5382792.357377898,5550458.921957654
3930,5035762.091612524,4932364.624960412,5290272.912572877,4836753.331141768,5529249.132902463,5379768.467721481,5649883.699463384
3931,4820050.394520195,5004217.880909568,5242287.600974889,5066383.866148328,5460594.250577152,5320349.080420835,5591895.664017321
3932,4909266.09566535,4803067.709088234,5216786.809300306,4986276.611413723,5461543.297042448,5175272.639726432,5528085.849232124
3933,4940076.068070709,4854080.092369335,5270254.800287118,4927094.746777723,5410000.014754677,5235732.558642454,5416356.061067069
3934,4924360.824419229,4963305.064263821,5352923.338785552,4809078.639712845,5466048.672263966,5343610.178067298,5646135.888426046
3935,4929639.336280149,4943857.7838727925,5226152.276891548,4926417.9073519185,5489980.6996641755,5362000.131977416,5669219.676137315
3936,4926983.706705918,4914015.065926146,5318768.2505561905,4932107.8821557425,5454596.66273563,5234328.99910571,5573901.320073344
3937,4928617.816732014,4831045.934910547,5332843.238373263,4883377.124129908,5461004.357431545,5336556.361236833,5587223.828806949
3938,4965855.422867114,4812228.653694412,5289811.240712085,4908087.605565458,5421091.993586204,5453475.376774875,5664424.76020196
3939,4895616.889353445,4935433.926149345,5271298.661730373,4868623.157744065,5450437.510767544,5239936.422703074,5467775.107483188
3940,4914021.945565034,4900161.404692977,5348206.537754644,4895527.780990592,5422209.169722463,5368828.979198156,5502732.431615602
